HomeTeam,AwayTeam,Home_curr_pos,Away_curr_pos,Home_W/MP,Away_W/MP,Home_D/MP,Away_D/MP,Home_L/MP,Away_L/MP,HSoT/90,ASoT/90,HAS,AAS,HDS,ADS,past_h2h,home_past_form1,home_past_form2,home_past_form3,away_past_form1,away_past_form2,away_past_form3,B365H,B365D,B365A
Southampton,Man City,2.0,3.0,0.6666666666666666,0.5833333333333334,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,5.416666666666667,6.25,1.8681318681318684,1.8181818181818181,0.13986013986013984,0.8791208791208791,0.0,1.0,2.0,0.0,2.0,1.0,2.0,3.2,3.6,2.3
Tottenham,Everton,10.0,9.0,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.25,4.25,4.916666666666667,0.7692307692307693,1.3986013986013988,1.1188811188811187,0.7692307692307693,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.25,3.6,3.25
Burnley,Newcastle,19.0,9.0,0.15384615384615385,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.46153846153846156,0.3076923076923077,3.076923076923077,3.4615384615384617,0.4786450662739323,0.7330827067669172,1.2218045112781954,0.8615611192930781,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.8,3.3,2.75
Crystal Palace,Aston Villa,14.0,16.0,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.46153846153846156,3.769230769230769,2.4615384615384617,0.8934707903780068,0.3665413533834586,1.282894736842105,0.8615611192930781,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.1,3.4,4.0
Leicester,Liverpool,20.0,11.0,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.15384615384615385,0.5384615384615384,0.46153846153846156,3.3076923076923075,4.384615384615385,1.1168384879725086,1.282894736842105,1.282894736842105,1.3402061855670102,1.0,2.0,1.0,2.0,2.0,2.0,0.0,3.8,3.6,2.05
Man United,Stoke,4.0,12.0,0.46153846153846156,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.46153846153846156,4.615384615384615,3.4615384615384617,1.3402061855670102,0.8552631578947368,0.6109022556390977,0.8615611192930781,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.45,4.5,8.5
Swansea,QPR,8.0,18.0,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.6153846153846154,3.6153846153846154,3.769230769230769,1.053019145802651,0.28508771929824556,0.6109022556390977,1.675257731958763,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.73,3.8,5.5
West Brom,West Ham,15.0,5.0,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.3076923076923077,2.8461538461538463,4.230769230769231,0.9572901325478645,1.7105263157894737,1.343984962406015,1.1168384879725086,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.5,3.4,3.0
Arsenal,Southampton,6.0,3.0,0.38461538461538464,0.6153846153846154,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.23076923076923078,5.769230769230769,5.3076923076923075,1.2285223367697593,0.9978070175438597,1.1403508771929822,0.5584192439862543,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.8,3.75,5.0
Chelsea,Tottenham,1.0,7.0,0.7692307692307693,0.46153846153846156,0.23076923076923078,0.15384615384615385,0.0,0.38461538461538464,6.076923076923077,4.384615384615385,1.675257731958763,1.282894736842105,0.4276315789473684,1.0051546391752577,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.4,5.0,9.0
Everton,Hull,10.0,17.0,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.46153846153846156,4.923076923076923,2.923076923076923,1.3402061855670102,0.7330827067669172,1.7105263157894737,0.9572901325478645,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.53,4.33,7.0
Sunderland,Man City,13.0,2.0,0.15384615384615385,0.6153846153846154,0.6153846153846154,0.23076923076923078,0.23076923076923078,0.15384615384615385,3.5384615384615383,6.230769230769231,0.6701030927835051,1.9548872180451127,0.8552631578947368,0.7658321060382915,1.0,1.0,1.0,1.0,0.0,2.0,1.0,7.5,4.5,1.5
Hull,West Brom,17.0,16.0,0.14285714285714285,0.21428571428571427,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5,2.7857142857142856,3.0,0.9017713365539451,0.42424242424242425,1.4141414141414141,0.7890499194847022,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.45,3.3,3.2
Liverpool,Sunderland,8.0,14.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.2857142857142857,4.285714285714286,3.4285714285714284,0.6763285024154589,0.7070707070707071,0.7272727272727272,1.3526570048309179,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.5,4.5,7.5
Man City,Everton,2.0,11.0,0.6428571428571429,0.2857142857142857,0.21428571428571427,0.42857142857142855,0.14285714285714285,0.2857142857142857,6.071428571428571,4.928571428571429,1.2399355877616747,1.3333333333333333,0.7070707070707071,0.8695652173913043,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.5,4.75,7.0
Newcastle,Chelsea,9.0,1.0,0.35714285714285715,0.7857142857142857,0.35714285714285715,0.21428571428571427,0.2857142857142857,0.0,3.5,6.214285714285714,0.9017713365539451,1.8181818181818181,0.98989898989899,0.7729468599033815,0.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,4.33,1.53
QPR,Burnley,19.0,18.0,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.6428571428571429,0.42857142857142855,3.5714285714285716,3.0,1.1594202898550723,0.5656565656565656,1.2121212121212122,1.2399355877616747,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.05,3.5,4.0
Stoke,Arsenal,13.0,6.0,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.5,0.21428571428571427,3.5,5.928571428571429,0.6763285024154589,1.2121212121212122,0.98989898989899,0.6763285024154589,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,3.6,2.0
Tottenham,Crystal Palace,10.0,15.0,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5,4.214285714285714,3.857142857142857,0.8695652173913043,1.2121212121212122,1.090909090909091,1.2560386473429952,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.6,4.2,6.0
Aston Villa,Leicester,12.0,20.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,2.5,3.357142857142857,0.4508856682769726,0.3636363636363636,1.2727272727272727,1.1594202898550723,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.4,3.4,3.2
West Ham,Swansea,5.0,7.0,0.5,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.2857142857142857,4.357142857142857,3.857142857142857,0.8695652173913043,0.8484848484848485,0.7272727272727272,1.0144927536231882,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.35,3.4,3.25
Southampton,Man United,3.0,4.0,0.5714285714285714,0.5,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.21428571428571427,5.0,4.5,1.6425120772946857,1.1313131313131313,0.4848484848484848,1.1272141706924315,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.8,3.4,2.7
Arsenal,Newcastle,6.0,7.0,0.4,0.4,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,5.933333333333334,3.466666666666667,1.1635423400129281,0.7630813953488371,0.9966777408637872,0.8484162895927602,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.44,4.75,8.0
Burnley,Southampton,19.0,5.0,0.13333333333333333,0.5333333333333333,0.4,0.13333333333333333,0.4666666666666667,0.3333333333333333,3.0,4.933333333333334,0.5090497737556561,0.872093023255814,1.1991279069767442,0.5817711700064641,1.0,2.0,1.0,1.0,0.0,2.0,0.0,5.5,3.75,1.73
Chelsea,Hull,1.0,18.0,0.7333333333333333,0.13333333333333333,0.2,0.4666666666666667,0.06666666666666667,0.4,6.333333333333333,2.7333333333333334,1.7453135100193924,0.7630813953488371,0.3737541528239202,0.9332579185520362,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.18,8.0,18.0
Crystal Palace,Stoke,15.0,13.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.4666666666666667,0.4666666666666667,3.8666666666666667,3.533333333333333,0.7756948933419521,0.872093023255814,1.2458471760797343,0.9332579185520362,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.6,3.25,3.0
Leicester,Man City,20.0,2.0,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.2,0.6,0.13333333333333333,3.4,5.866666666666666,1.0665804783451842,2.1802325581395348,1.4950166112956809,0.7635746606334841,1.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,4.75,1.5
Sunderland,West Ham,14.0,4.0,0.13333333333333333,0.5333333333333333,0.6,0.2,0.26666666666666666,0.26666666666666666,3.2666666666666666,4.533333333333333,0.6787330316742082,1.744186046511628,1.1991279069767442,1.0665804783451842,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.95,3.4,2.55
West Brom,Aston Villa,16.0,11.0,0.2,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.4666666666666667,0.4,3.0,2.8,0.9332579185520362,0.436046511627907,1.4171511627906976,0.7635746606334841,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.15,3.4,3.8
Man United,Liverpool,3.0,9.0,0.5333333333333333,0.4,0.26666666666666666,0.2,0.2,0.4,4.333333333333333,4.133333333333334,1.3574660633484164,1.4950166112956809,0.6540697674418604,1.2605042016806722,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.8,3.8,4.75
Swansea,Tottenham,8.0,10.0,0.4,0.4,0.26666666666666666,0.2,0.3333333333333333,0.4,3.7333333333333334,4.133333333333334,1.102941176470588,1.1212624584717608,0.5450581395348837,1.1635423400129281,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.5,3.4,3.0
Everton,QPR,12.0,17.0,0.26666666666666666,0.26666666666666666,0.4,0.13333333333333333,0.3333333333333333,0.6,4.733333333333333,3.7333333333333334,1.2605042016806722,0.2491694352159468,1.6196013289036544,1.6483516483516483,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.45,4.5,8.5
Aston Villa,Man United,13.0,3.0,0.3125,0.5625,0.25,0.25,0.4375,0.1875,2.75,4.4375,0.5762304921968787,1.276935355147646,1.276935355147646,1.056422569027611,0.0,2.0,2.0,0.0,2.0,0.0,2.0,6.25,4.0,1.62
Hull,Swansea,19.0,9.0,0.125,0.375,0.4375,0.25,0.4375,0.375,2.5625,3.6875,0.7683073229291716,0.893854748603352,1.276935355147646,1.1524609843937574,2.0,2.0,1.0,1.0,0.0,2.0,2.0,3.1,3.3,2.5
Man City,Crystal Palace,2.0,16.0,0.6875,0.1875,0.1875,0.375,0.125,0.4375,5.75,3.8125,1.1524609843937574,1.11731843575419,0.638467677573823,1.0924369747899159,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.29,6.0,12.0
QPR,West Brom,18.0,14.0,0.25,0.25,0.125,0.3125,0.625,0.4375,3.75,3.125,1.1764705882352942,0.3830806065442937,1.11731843575419,0.6722689075630252,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.45,3.3,3.2
Southampton,Everton,5.0,10.0,0.5,0.3125,0.125,0.375,0.375,0.3125,4.875,4.75,1.5126050420168067,1.229050279329609,0.670391061452514,0.8403361344537815,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.45,3.5,3.0
Tottenham,Burnley,7.0,17.0,0.4375,0.1875,0.1875,0.375,0.375,0.4375,4.125,2.9375,0.7563025210084033,0.5107741420590582,1.005586592178771,1.2484993997599039,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.5,4.5,7.5
West Ham,Leicester,4.0,20.0,0.5,0.125,0.25,0.25,0.25,0.625,4.75,3.25,1.0084033613445378,0.446927374301676,0.782122905027933,1.1764705882352942,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.75,3.9,5.0
Liverpool,Arsenal,11.0,6.0,0.375,0.4375,0.1875,0.3125,0.4375,0.25,4.4375,5.8125,0.5882352941176471,1.340782122905028,0.670391061452514,0.8403361344537815,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.8,3.5,2.6
Newcastle,Sunderland,8.0,15.0,0.375,0.125,0.3125,0.625,0.3125,0.25,3.5,3.3125,0.9603841536614646,0.638467677573823,1.0215482841181165,1.1524609843937574,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.05,3.5,4.0
Stoke,Chelsea,12.0,1.0,0.3125,0.75,0.25,0.1875,0.4375,0.0625,3.5,6.125,0.8643457382953181,1.787709497206704,1.1492418196328813,0.8403361344537815,0.0,1.0,2.0,2.0,2.0,2.0,2.0,6.25,4.0,1.62
Arsenal,QPR,6.0,16.0,0.4117647058823529,0.29411764705882354,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.5882352941176471,5.647058823529412,3.9411764705882355,1.3385826771653544,0.33730158730158727,1.0119047619047619,1.6732283464566928,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.29,6.0,13.0
Burnley,Liverpool,18.0,10.0,0.17647058823529413,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.47058823529411764,0.4117647058823529,3.0588235294117645,4.764705882352941,0.5205599300087489,1.349206349206349,1.0993533215755438,1.3385826771653544,0.0,2.0,2.0,2.0,1.0,2.0,1.0,4.75,3.8,1.8
Chelsea,West Ham,1.0,4.0,0.7647058823529411,0.5294117647058824,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.23529411764705882,6.117647058823529,4.588235294117647,1.6732283464566928,1.6865079365079365,0.33730158730158727,1.0039370078740157,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.33,5.75,10.0
Crystal Palace,Southampton,17.0,5.0,0.17647058823529413,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.47058823529411764,0.35294117647058826,3.6470588235294117,4.764705882352941,0.7529527559055118,0.787037037037037,1.2367724867724867,0.5856299212598425,0.0,2.0,1.0,1.0,2.0,2.0,0.0,3.75,3.4,2.15
Everton,Stoke,11.0,13.0,0.29411764705882354,0.29411764705882354,0.35294117647058826,0.23529411764705882,0.35294117647058826,0.47058823529411764,4.705882352941177,3.411764705882353,1.3385826771653544,0.8994708994708994,1.574074074074074,0.8923884514435695,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.83,3.6,5.0
Leicester,Tottenham,20.0,7.0,0.11764705882352941,0.47058823529411764,0.23529411764705882,0.17647058823529413,0.6470588235294118,0.35294117647058826,3.2941176470588234,4.235294117647059,0.9202755905511811,1.2367724867724867,1.4616402116402116,1.0875984251968505,1.0,2.0,0.0,2.0,2.0,0.0,1.0,3.8,3.6,2.05
Man United,Newcastle,3.0,9.0,0.5294117647058824,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.17647058823529413,0.35294117647058826,4.705882352941177,3.7058823529411766,1.4129483814523185,0.7995296884185772,0.599647266313933,1.0411198600174978,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.4,5.0,9.0
Sunderland,Hull,14.0,19.0,0.17647058823529413,0.11764705882352941,0.5882352941176471,0.4117647058823529,0.23529411764705882,0.47058823529411764,3.2941176470588234,2.588235294117647,0.6692913385826772,0.6995884773662552,1.199294532627866,0.9667541557305337,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.05,3.4,4.2
Swansea,Aston Villa,8.0,12.0,0.4117647058823529,0.29411764705882354,0.23529411764705882,0.29411764705882354,0.35294117647058826,0.4117647058823529,3.6470588235294117,2.823529411764706,1.0411198600174978,0.3997648442092886,0.6995884773662552,0.7436570428696413,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.75,3.75,5.25
West Brom,Man City,15.0,2.0,0.23529411764705882,0.7058823529411765,0.29411764705882354,0.17647058823529413,0.47058823529411764,0.11764705882352941,3.2941176470588234,5.588235294117647,0.8923884514435695,2.0987654320987654,1.299235743680188,0.6692913385826772,0.0,2.0,2.0,1.0,2.0,0.0,2.0,6.5,4.5,1.53
Aston Villa,Sunderland,13.0,14.0,0.2777777777777778,0.16666666666666666,0.2777777777777778,0.5555555555555556,0.4444444444444444,0.2777777777777778,2.8333333333333335,3.2777777777777777,0.5921052631578947,0.6617647058823529,1.2132352941176472,1.0150375939849623,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.35,3.3,3.4
Hull,Leicester,17.0,20.0,0.16666666666666666,0.1111111111111111,0.3888888888888889,0.2222222222222222,0.4444444444444444,0.6666666666666666,2.7222222222222223,3.4444444444444446,0.6766917293233082,0.39215686274509803,1.2132352941176472,1.2030075187969924,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.25,3.4,3.5
Man City,Burnley,2.0,19.0,0.7222222222222222,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.5,5.555555555555555,2.888888888888889,1.268796992481203,0.5514705882352942,0.5514705882352942,1.268796992481203,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.18,8.0,19.0
Newcastle,Everton,10.0,12.0,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.3888888888888889,3.7222222222222223,4.722222222222222,0.8458646616541353,1.0784313725490198,0.9926470588235294,0.9774436090225563,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.9,3.4,2.6
QPR,Crystal Palace,16.0,18.0,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.6111111111111112,0.5,3.8333333333333335,3.6666666666666665,1.2781954887218043,0.9803921568627452,1.1764705882352942,1.2030075187969924,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.38,3.4,3.25
Southampton,Chelsea,4.0,1.0,0.5555555555555556,0.7777777777777778,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.05555555555555555,4.833333333333333,6.277777777777778,1.5789473684210527,1.7647058823529411,0.5882352941176471,0.7518796992481203,0.0,0.0,2.0,2.0,2.0,0.0,2.0,4.75,3.75,1.83
Stoke,West Brom,11.0,15.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.4444444444444444,0.5,3.3333333333333335,3.4444444444444446,0.7612781954887218,0.5514705882352942,1.2132352941176472,0.8458646616541353,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.91,3.6,4.5
Tottenham,Man United,7.0,3.0,0.5,0.5555555555555556,0.16666666666666666,0.2777777777777778,0.3333333333333333,0.16666666666666666,4.166666666666667,4.666666666666667,0.8270676691729324,1.2132352941176472,0.9803921568627452,1.0150375939849623,2.0,0.0,2.0,0.0,2.0,1.0,2.0,3.25,3.6,2.3
West Ham,Arsenal,5.0,6.0,0.5,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.2222222222222222,4.333333333333333,5.611111111111111,1.0526315789473684,1.3725490196078431,0.6862745098039216,0.9022556390977443,0.0,2.0,2.0,1.0,2.0,1.0,2.0,3.5,3.5,2.2
Liverpool,Swansea,9.0,8.0,0.3888888888888889,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.3888888888888889,0.3333333333333333,4.666666666666667,3.5555555555555554,0.6766917293233082,0.8823529411764706,0.7843137254901961,1.0150375939849623,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.7,4.0,5.5
Aston Villa,Crystal Palace,13.0,18.0,0.2631578947368421,0.15789473684210525,0.3157894736842105,0.3684210526315789,0.42105263157894735,0.47368421052631576,2.8421052631578947,3.6315789473684212,0.5296694544006373,0.8920187793427231,1.090245174752217,1.0896057347670252,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.4,3.3,3.3
Hull,Everton,17.0,12.0,0.15789473684210525,0.2631578947368421,0.3684210526315789,0.3157894736842105,0.47368421052631576,0.42105263157894735,2.8421052631578947,4.578947368421052,0.605336519315014,1.15962441314554,1.189358372456964,1.0896057347670252,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.4,3.4,2.3
Liverpool,Leicester,9.0,20.0,0.42105263157894735,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.3684210526315789,0.631578947368421,5.0,3.3684210526315788,0.885304659498208,0.44600938967136156,0.8028169014084507,1.0896057347670252,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.4,5.0,9.0
Man City,Sunderland,2.0,14.0,0.6842105263157895,0.15789473684210525,0.21052631578947367,0.5789473684210527,0.10526315789473684,0.2631578947368421,5.578947368421052,3.263157894736842,1.2863401035444046,0.594679186228482,0.6937923839332291,0.908004778972521,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.22,7.0,15.0
Newcastle,Burnley,10.0,19.0,0.3684210526315789,0.15789473684210525,0.2631578947368421,0.3684210526315789,0.3684210526315789,0.47368421052631576,3.8421052631578947,2.8947368421052633,0.9836718438868977,0.6937923839332291,1.090245174752217,1.2863401035444046,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.83,3.75,4.75
QPR,Swansea,15.0,8.0,0.2631578947368421,0.42105263157894735,0.15789473684210525,0.21052631578947367,0.5789473684210527,0.3684210526315789,3.789473684210526,3.5789473684210527,1.1577060931899643,0.8920187793427231,1.0704225352112677,1.210673038630028,0.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.4,2.5
Southampton,Arsenal,4.0,5.0,0.5263157894736842,0.47368421052631576,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.21052631578947367,4.631578947368421,5.684210526315789,1.4982078853046596,1.427230046948357,0.6244131455399061,0.885304659498208,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.9,3.4,2.6
Stoke,Man United,11.0,3.0,0.3684210526315789,0.5263157894736842,0.21052631578947367,0.3157894736842105,0.42105263157894735,0.15789473684210525,3.3157894736842106,4.684210526315789,0.8323377140581443,1.090245174752217,1.090245174752217,0.908004778972521,0.0,2.0,0.0,0.0,1.0,2.0,1.0,4.2,3.5,2.0
Tottenham,Chelsea,7.0,1.0,0.47368421052631576,0.7368421052631579,0.21052631578947367,0.21052631578947367,0.3157894736842105,0.05263157894736842,4.157894736842105,6.0,0.7491039426523298,1.6948356807511737,0.8920187793427231,0.7491039426523298,0.0,1.0,0.0,2.0,1.0,2.0,0.0,5.0,3.75,1.8
West Ham,West Brom,6.0,16.0,0.47368421052631576,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.5263157894736842,4.315789473684211,3.473684210526316,1.021505376344086,0.49556598852373507,0.8028169014084507,0.908004778972521,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.85,3.75,4.5
Burnley,QPR,19.0,16.0,0.15,0.25,0.4,0.2,0.45,0.55,2.95,3.9,0.4682274247491638,0.39331366764995085,1.0619469026548674,1.6350798959494612,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.2,3.4,3.6
Chelsea,Newcastle,1.0,10.0,0.7,0.35,0.2,0.3,0.1,0.35,6.05,3.85,1.6350798959494612,0.7964601769911506,0.2949852507374631,1.137123745819398,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.2,7.5,17.0
Crystal Palace,Tottenham,18.0,5.0,0.15,0.5,0.4,0.2,0.45,0.3,3.45,4.35,0.7432181345224823,1.2782694198623403,1.3765978367748282,1.0405053883314752,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.5,3.5,2.2
Everton,Man City,13.0,2.0,0.25,0.7,0.3,0.2,0.45,0.1,4.5,5.9,1.1891490152359716,2.1238938053097347,1.4749262536873158,0.6688963210702341,0.0,2.0,2.0,0.0,2.0,1.0,0.0,4.5,3.75,1.85
Leicester,Aston Villa,20.0,12.0,0.15,0.25,0.25,0.35,0.6,0.4,3.35,2.85,0.8918617614269787,0.3539823008849558,1.4749262536873158,0.7357859531772575,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.2,3.4,3.6
Sunderland,Liverpool,14.0,9.0,0.15,0.4,0.55,0.25,0.3,0.35,3.3,5.05,0.6688963210702341,1.2782694198623403,1.3274336283185841,1.1891490152359716,1.0,2.0,1.0,0.0,1.0,2.0,0.0,4.5,3.6,1.91
Swansea,West Ham,8.0,7.0,0.4,0.45,0.25,0.25,0.35,0.3,3.7,4.25,1.0033444816053512,1.4749262536873158,0.6194690265486725,1.0405053883314752,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.25,3.5,3.4
West Brom,Hull,17.0,15.0,0.2,0.2,0.3,0.35,0.5,0.45,3.45,2.95,0.8695652173913043,0.8849557522123894,1.4159292035398232,0.9364548494983276,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.05,3.4,4.2
Arsenal,Stoke,6.0,11.0,0.45,0.35,0.3,0.25,0.25,0.4,5.7,3.25,1.3377926421404682,0.8849557522123894,0.9832841691248773,0.8026755852842808,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.44,4.75,8.0
Man United,Southampton,3.0,4.0,0.5,0.55,0.35,0.15,0.15,0.3,4.55,4.7,1.471571906354515,0.9832841691248773,0.6194690265486725,0.5945745076179858,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.83,3.75,4.75
Aston Villa,Liverpool,13.0,8.0,0.23809523809523808,0.42857142857142855,0.3333333333333333,0.23809523809523808,0.42857142857142855,0.3333333333333333,2.761904761904762,5.0,0.4711538461538461,1.2672413793103448,0.9956896551724138,1.0769230769230769,2.0,2.0,1.0,1.0,0.0,1.0,2.0,4.5,3.6,1.91
Burnley,Crystal Palace,17.0,15.0,0.19047619047619047,0.19047619047619047,0.38095238095238093,0.38095238095238093,0.42857142857142855,0.42857142857142855,3.142857142857143,3.619047619047619,0.5506993006993007,0.8228840125391849,1.0697492163009403,0.9790209790209791,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.55,3.25,3.1
Leicester,Stoke,20.0,11.0,0.19047619047619047,0.3333333333333333,0.23809523809523808,0.23809523809523808,0.5714285714285714,0.42857142857142855,3.3333333333333335,3.1904761904761907,0.875,0.8228840125391849,1.357758620689655,0.9178321678321677,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.63,3.3,2.9
Newcastle,Southampton,10.0,3.0,0.3333333333333333,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.38095238095238093,0.2857142857142857,3.9047619047619047,4.523809523809524,1.0769230769230769,0.9956896551724138,1.2672413793103448,0.5384615384615384,0.0,2.0,1.0,2.0,0.0,2.0,1.0,3.3,3.3,2.38
QPR,Man United,19.0,4.0,0.23809523809523808,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.5714285714285714,0.19047619047619047,4.0476190476190474,4.333333333333333,1.1013986013986015,1.086206896551724,1.0697492163009403,0.875,0.0,2.0,1.0,1.0,0.0,1.0,1.0,6.0,4.2,1.62
Swansea,Chelsea,9.0,1.0,0.38095238095238093,0.7142857142857143,0.2857142857142857,0.19047619047619047,0.3333333333333333,0.09523809523809523,3.6666666666666665,6.0,0.9790209790209791,1.8103448275862069,0.658307210031348,0.9790209790209791,0.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,4.2,1.55
Tottenham,Sunderland,6.0,16.0,0.47619047619047616,0.14285714285714285,0.19047619047619047,0.5238095238095238,0.3333333333333333,0.3333333333333333,4.380952380952381,3.1904761904761907,0.9790209790209791,0.7241379310344828,1.0697492163009403,1.0096153846153846,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.62,4.2,6.0
Man City,Arsenal,2.0,5.0,0.6666666666666666,0.47619047619047616,0.23809523809523808,0.2857142857142857,0.09523809523809523,0.23809523809523808,5.714285714285714,5.714285714285714,1.346153846153846,1.316614420062696,0.814655172413793,0.9178321678321677,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.8,4.0,4.5
